id,type,question,options,answer,category_big,category_small
344,single_choice,强化学习（Reinforcement Learning）在以下哪个应用场景中最常见？,"{""A"": ""机器人控制"", ""B"": ""自动驾驶"", ""C"": ""游戏 AI"", ""D"": ""以上都是""}",D,科技,人工智能
345,single_choice,大模型（Large Model）的主要特点是什么？,"{""A"": ""拥有海量参数"", ""B"": ""需要大规模计算资源"", ""C"": ""能够在多个任务上实现高效迁移学习"", ""D"": ""以上都是""}",D,科技,人工智能
346,single_choice,Transformer 结构的核心组件是什么？,"{""A"": ""循环神经网络（RNN）"", ""B"": ""卷积神经网络（CNN）"", ""C"": ""自注意力机制（Self-Attention）"", ""D"": ""决策树（Decision Tree）""}",C,科技,人工智能
347,single_choice,GPT 模型主要采用哪种训练方法？,"{""A"": ""自回归（Auto-Regressive）"", ""B"": ""双向编码（Bidirectional Encoding）"", ""C"": ""无监督聚类（Unsupervised Clustering）"", ""D"": ""强化学习（Reinforcement Learning）""}",A,科技,人工智能
348,single_choice,BERT 与 GPT 的主要区别是什么？,"{""A"": ""BERT 使用双向 Transformer，而 GPT 采用单向自回归"", ""B"": ""GPT 只能处理短文本，而 BERT 可用于长文本"", ""C"": ""BERT 主要用于图像生成，而 GPT 主要用于文本生成"", ""D"": ""两者没有区别""}",A,科技,人工智能
349,single_choice,大模型的训练通常依赖于以下哪种计算资源？,"{""A"": ""CPU"", ""B"": ""GPU 和 TPU"", ""C"": ""边缘计算设备"", ""D"": ""FPGA""}",B,科技,人工智能
350,single_choice,为什么大模型需要大量训练数据？,"{""A"": ""避免过拟合，提高泛化能力"", ""B"": ""提高计算复杂度"", ""C"": ""减少训练时间"", ""D"": ""优化存储效率""}",A,科技,人工智能
351,single_choice,大模型在训练过程中可能面临哪些挑战？,"{""A"": ""计算资源消耗大"", ""B"": ""数据存储和处理成本高"", ""C"": ""训练时间长"", ""D"": ""以上都是""}",D,科技,人工智能
352,single_choice,RLHF（基于人类反馈的强化学习）在 ChatGPT 训练中的作用是什么？,"{""A"": ""提高计算速度"", ""B"": ""帮助模型更符合人类偏好"", ""C"": ""减少训练数据的需求"", ""D"": ""增强模型的记忆能力""}",B,科技,人工智能
353,single_choice,大语言模型可以用于哪些实际应用？,"{""A"": ""文本生成"", ""B"": ""代码自动补全"", ""C"": ""自动摘要"", ""D"": ""以上都是""}",D,科技,人工智能
354,single_choice,哪种方法可以提高大模型的推理速度？,"{""A"": ""模型量化（Quantization）"", ""B"": ""模型剪枝（Pruning）"", ""C"": ""使用知识蒸馏（Knowledge Distillation）"", ""D"": ""以上都是""}",D,科技,人工智能
355,single_choice,在大模型训练中，为什么需要使用大规模数据集？,"{""A"": ""避免模型过拟合"", ""B"": ""提高模型的泛化能力"", ""C"": ""让模型学习更多模式和语境"", ""D"": ""以上都是""}",D,科技,人工智能
356,single_choice,大模型在推理时通常面临的主要挑战是什么？,"{""A"": ""计算成本高"", ""B"": ""推理速度慢"", ""C"": ""需要高效存储和调度"", ""D"": ""以上都是""}",D,科技,人工智能
357,single_choice,在大模型优化中，模型剪枝（Pruning）主要用于？,"{""A"": ""减少模型参数，提高推理速度"", ""B"": ""增加模型复杂度"", ""C"": ""减少训练数据"", ""D"": ""提高梯度更新速度""}",A,科技,人工智能
358,single_choice,知识蒸馏（Knowledge Distillation）如何优化大模型？,"{""A"": ""通过教师模型指导学生模型学习，提高效率"", ""B"": ""减少模型训练数据"", ""C"": ""增加计算复杂度"", ""D"": ""减少数据存储需求""}",A,科技,人工智能
359,single_choice,为什么大模型需要进行提示工程（Prompt Engineering）优化？,"{""A"": ""提高模型在特定任务上的表现"", ""B"": ""减少计算消耗"", ""C"": ""增强模型的可解释性"", ""D"": ""以上都是""}",D,科技,人工智能
360,single_choice,大模型如何在多模态任务（Multimodal Tasks）中发挥作用？,"{""A"": ""能够同时处理文本、图像和音频数据"", ""B"": ""只能处理单一类型的数据"", ""C"": ""只适用于文本处理"", ""D"": ""必须依赖外部数据转换""}",A,科技,人工智能
361,single_choice,为什么使用分布式训练（Distributed Training）进行大模型训练？,"{""A"": ""加速训练过程"", ""B"": ""减少单个计算节点的负担"", ""C"": ""可以训练更大规模的模型"", ""D"": ""以上都是""}",D,科技,人工智能
362,single_choice,自回归（Auto-Regressive）生成模型的特点是什么？,"{""A"": ""逐步生成文本，每一步依赖于前面的输出"", ""B"": ""可以同时预测整个句子"", ""C"": ""仅适用于分类任务"", ""D"": ""无法生成连贯的文本""}",A,科技,人工智能
363,single_choice,大模型的对齐（Alignment）指的是什么？,"{""A"": ""让模型的输出更符合人类期望和价值观"", ""B"": ""减少模型的计算复杂度"", ""C"": ""增加训练数据的多样性"", ""D"": ""优化模型的推理速度""}",A,科技,人工智能
364,single_choice,大模型在生产环境中的挑战包括哪些？,"{""A"": ""部署成本高"", ""B"": ""响应速度需要优化"", ""C"": ""数据隐私和安全性问题"", ""D"": ""以上都是""}",D,科技,人工智能
365,single_choice,为什么大模型需要进行微调（Fine-tuning）？,"{""A"": ""适应特定任务，提高性能"", ""B"": ""减少计算资源需求"", ""C"": ""降低数据存储成本"", ""D"": ""避免使用额外的训练数据""}",A,科技,人工智能
366,single_choice,大模型训练中的数据增强（Data Augmentation）主要用于？,"{""A"": ""增加数据的多样性，提高泛化能力"", ""B"": ""减少计算资源需求"", ""C"": ""提高模型的推理速度"", ""D"": ""减少数据存储需求""}",A,科技,人工智能
367,single_choice,在大模型推理过程中，使用模型量化（Quantization）的主要目的是？,"{""A"": ""降低计算成本，提高推理速度"", ""B"": ""增加模型的精度"", ""C"": ""减少训练时间"", ""D"": ""增强数据的多样性""}",A,科技,人工智能
368,single_choice,以下哪种方法可以有效减少大模型的存储需求？,"{""A"": ""参数共享（Parameter Sharing）"", ""B"": ""模型剪枝（Pruning）"", ""C"": ""知识蒸馏（Knowledge Distillation）"", ""D"": ""以上都是""}",D,科技,人工智能
369,single_choice,为什么多模态大模型（Multimodal Large Models）越来越受关注？,"{""A"": ""能够同时处理文本、图像、音频等不同模态数据"", ""B"": ""提高文本生成能力"", ""C"": ""只适用于自然语言处理任务"", ""D"": ""计算成本更低""}",A,科技,人工智能
370,single_choice,以下哪种技术可以提高大模型在低计算资源环境下的运行效率？,"{""A"": ""模型蒸馏（Distillation）"", ""B"": ""低秩近似（Low-rank Approximation）"", ""C"": ""Sparse Attention（稀疏注意力）"", ""D"": ""以上都是""}",D,科技,人工智能
371,single_choice,大模型的安全性挑战主要包括哪些方面？,"{""A"": ""训练数据可能包含偏见，导致输出结果存在偏差"", ""B"": ""模型可能被恶意使用，例如用于自动生成虚假信息"", ""C"": ""模型可能泄露训练数据，导致隐私问题"", ""D"": ""以上都是""}",D,科技,人工智能
372,single_choice,在对抗攻击（Adversarial Attack）环境下，大模型可能会？,"{""A"": ""受到精心设计的输入干扰，生成错误的输出"", ""B"": ""提高推理速度"", ""C"": ""减少计算复杂度"", ""D"": ""自动修正自身的错误""}",A,科技,人工智能
373,single_choice,为什么需要进行大模型对齐（Alignment）？,"{""A"": ""确保模型的输出符合伦理和社会价值观"", ""B"": ""提高模型的计算效率"", ""C"": ""减少模型的计算需求"", ""D"": ""优化数据存储""}",A,科技,人工智能
374,single_choice,大模型的未来发展方向可能包括哪些？,"{""A"": ""更高效的训练方法"", ""B"": ""更少的计算资源消耗"", ""C"": ""更强的可解释性和可控性"", ""D"": ""以上都是""}",D,科技,人工智能
375,single_choice,大模型的可解释性（Explainability）问题主要体现在？,"{""A"": ""模型决策过程难以理解"", ""B"": ""模型输出缺乏可追溯性"", ""C"": ""难以识别模型偏见来源"", ""D"": ""以上都是""}",D,科技,人工智能
376,single_choice,"在大模型训练过程中，使用混合专家模型（Mixture of Experts, MoE）的主要优点是什么？","{""A"": ""减少计算负担，提高推理效率"", ""B"": ""使模型能够处理更多类型的数据"", ""C"": ""降低对大规模数据集的依赖"", ""D"": ""提升训练数据的质量""}",A,科技,人工智能
377,single_choice,在大模型的训练过程中，为什么要进行数据去重（Data Deduplication）？,"{""A"": ""减少训练时间，提高数据多样性"", ""B"": ""降低存储成本"", ""C"": ""防止模型学习过于重复的信息"", ""D"": ""以上都是""}",D,科技,人工智能
378,single_choice,自监督学习（Self-Supervised Learning）在大模型训练中的作用是什么？,"{""A"": ""利用无标注数据进行预训练"", ""B"": ""减少对人工标注数据的依赖"", ""C"": ""提高模型的泛化能力"", ""D"": ""以上都是""}",D,科技,人工智能
379,single_choice,在多模态大模型（Multimodal Models）中，常见的融合技术有哪些？,"{""A"": ""早期融合（Early Fusion）"", ""B"": ""中期融合（Mid Fusion）"", ""C"": ""晚期融合（Late Fusion）"", ""D"": ""以上都是""}",D,科技,人工智能
380,single_choice,大模型在推理阶段的优化技术包括？,"{""A"": ""动态计算图（Dynamic Computation Graph）"", ""B"": ""缓存机制（Caching）"", ""C"": ""低精度推理（Low Precision Inference）"", ""D"": ""以上都是""}",D,科技,人工智能
381,single_choice,为什么大模型需要进行对抗训练（Adversarial Training）？,"{""A"": ""提高模型的鲁棒性，防御对抗攻击"", ""B"": ""增加计算复杂度"", ""C"": ""减少训练时间"", ""D"": ""降低数据存储需求""}",A,科技,人工智能
382,single_choice,在实际应用中，大模型的部署面临哪些挑战？,"{""A"": ""高计算资源需求"", ""B"": ""推理速度优化"", ""C"": ""模型安全性问题"", ""D"": ""以上都是""}",D,科技,人工智能
383,single_choice,训练一个超大规模语言模型可能涉及哪些技术？,"{""A"": ""分布式训练（Distributed Training）"", ""B"": ""混合精度训练（Mixed Precision Training）"", ""C"": ""自监督学习（Self-Supervised Learning）"", ""D"": ""以上都是""}",D,科技,人工智能
384,single_choice,未来大模型的发展趋势可能包括哪些方向？,"{""A"": ""更高效、更绿色的计算方法"", ""B"": ""增强对抗防御，提高安全性"", ""C"": ""提高模型的可解释性和可控性"", ""D"": ""以上都是""}",D,科技,人工智能
385,single_choice,大模型的能耗问题主要来源于？,"{""A"": ""大规模计算所需的电力消耗"", ""B"": ""训练过程中高强度的数据存储需求"", ""C"": ""推理时的高计算资源需求"", ""D"": ""以上都是""}",D,科技,人工智能
386,single_choice,以下哪种方法可以降低大模型的计算能耗？,"{""A"": ""使用更高效的计算硬件（如 TPU）"", ""B"": ""采用模型剪枝（Pruning）和蒸馏（Distillation）"", ""C"": ""优化训练算法，如混合精度训练（Mixed Precision Training）"", ""D"": ""以上都是""}",D,科技,人工智能
387,single_choice,在数据中心部署大模型时，主要面临哪些挑战？,"{""A"": ""高昂的计算和存储成本"", ""B"": ""散热和电力管理问题"", ""C"": ""低延迟推理需求"", ""D"": ""以上都是""}",D,科技,人工智能
388,single_choice,边缘计算（Edge Computing）如何优化大模型的推理？,"{""A"": ""减少数据传输延迟，提高响应速度"", ""B"": ""降低云计算的计算压力"", ""C"": ""允许设备端本地推理，减少对远程服务器的依赖"", ""D"": ""以上都是""}",D,科技,人工智能
389,single_choice,大模型在企业应用中的主要优势是什么？,"{""A"": ""能够处理复杂任务，如文本生成、翻译和自动编码"", ""B"": ""可以根据领域知识进行微调，适应特定业务需求"", ""C"": ""提高自动化水平，减少人工成本"", ""D"": ""以上都是""}",D,科技,人工智能
390,single_choice,多模态大模型（Multimodal Large Models）的核心优势是什么？,"{""A"": ""能够同时理解和生成文本、图像、音频等多种数据类型"", ""B"": ""仅适用于自然语言处理（NLP）任务"", ""C"": ""只能提高计算机视觉任务的精度"", ""D"": ""需要更多的计算资源，没有显著优势""}",A,科技,人工智能
391,single_choice,强化学习（Reinforcement Learning）在大模型优化中的作用是什么？,"{""A"": ""通过奖励机制优化模型输出"", ""B"": ""减少模型训练时间"", ""C"": ""优化计算硬件资源分配"", ""D"": ""降低数据存储需求""}",A,科技,人工智能
392,single_choice,大模型的对齐（Alignment）技术主要用于？,"{""A"": ""确保模型输出符合伦理标准和用户需求"", ""B"": ""提高计算速度"", ""C"": ""降低数据存储成本"", ""D"": ""减少计算资源需求""}",A,科技,人工智能
393,single_choice,随着大模型的发展，模型压缩（Model Compression）变得重要的主要原因是什么？,"{""A"": ""降低计算成本和存储需求"", ""B"": ""提高推理速度，使模型可用于低功耗设备"", ""C"": ""减少云计算资源的使用，提高可扩展性"", ""D"": ""以上都是""}",D,科技,人工智能
394,single_choice,未来大模型的发展可能会受到哪些因素的影响？,"{""A"": ""计算资源和能耗限制"", ""B"": ""数据隐私和伦理法规的加强"", ""C"": ""更高效的模型架构和优化算法的发展"", ""D"": ""以上都是""}",D,科技,人工智能
395,single_choice,图像处理的主要任务包括哪些？,"{""A"": ""图像增强"", ""B"": ""图像分割"", ""C"": ""特征提取"", ""D"": ""以上都是""}",D,科技,人工智能
396,single_choice,在数字图像处理中，常见的颜色空间包括？,"{""A"": ""RGB"", ""B"": ""HSV"", ""C"": ""CMYK"", ""D"": ""以上都是""}",D,科技,人工智能
397,single_choice,卷积（Convolution）在图像处理中的作用是什么？,"{""A"": ""提取图像的局部特征"", ""B"": ""增加图像的清晰度"", ""C"": ""降低计算复杂度"", ""D"": ""减少数据存储需求""}",A,科技,人工智能
398,single_choice,常用于图像去噪的滤波方法有哪些？,"{""A"": ""均值滤波"", ""B"": ""中值滤波"", ""C"": ""高斯滤波"", ""D"": ""以上都是""}",D,科技,人工智能
399,single_choice,直方图均衡化（Histogram Equalization）主要用于？,"{""A"": ""增强图像对比度"", ""B"": ""降低图像分辨率"", ""C"": ""去除噪声"", ""D"": ""转换颜色空间""}",A,科技,人工智能
400,single_choice,边缘检测（Edge Detection）常用的算法有哪些？,"{""A"": ""Sobel 算子"", ""B"": ""Canny 算子"", ""C"": ""Laplacian 算子"", ""D"": ""以上都是""}",D,科技,人工智能
401,single_choice,下列哪个是常见的图像压缩格式？,"{""A"": ""JPEG"", ""B"": ""PNG"", ""C"": ""GIF"", ""D"": ""以上都是""}",D,科技,人工智能
402,single_choice,在图像分割任务中，分割方法包括哪些？,"{""A"": ""基于阈值的分割"", ""B"": ""基于边缘检测的分割"", ""C"": ""基于区域生长的分割"", ""D"": ""以上都是""}",D,科技,人工智能
403,single_choice,卷积神经网络（CNN）在图像处理中常用于？,"{""A"": ""图像分类"", ""B"": ""目标检测"", ""C"": ""图像生成"", ""D"": ""以上都是""}",D,科技,人工智能
404,single_choice,以下哪种方法可用于图像超分辨率（Super-Resolution）？,"{""A"": ""双线性插值"", ""B"": ""深度学习模型（如 SRCNN、ESRGAN）"", ""C"": ""拉普拉斯金字塔"", ""D"": ""以上都是""}",D,科技,人工智能
405,single_choice,图像处理的主要目标是什么？,"{""A"": ""提高图像质量"", ""B"": ""提取有用的信息"", ""C"": ""增强视觉效果"", ""D"": ""以上都是""}",D,科技,人工智能
406,single_choice,高斯滤波的主要作用是什么？,"{""A"": ""去除图像噪声"", ""B"": ""增强图像的边缘"", ""C"": ""提高图像分辨率"", ""D"": ""改变图像的颜色空间""}",A,科技,人工智能
407,single_choice,图像的灰度化处理是指？,"{""A"": ""将彩色图像转换为灰度图像"", ""B"": ""增加图像的分辨率"", ""C"": ""改变图像的色彩饱和度"", ""D"": ""降低图像的对比度""}",A,科技,人工智能
408,single_choice,Canny 边缘检测算法的主要步骤包括哪些？,"{""A"": ""高斯滤波"", ""B"": ""计算梯度"", ""C"": ""非极大值抑制和双阈值检测"", ""D"": ""以上都是""}",D,科技,人工智能
409,single_choice,下列哪种方法用于图像的形态学处理？,"{""A"": ""膨胀（Dilation）"", ""B"": ""腐蚀（Erosion）"", ""C"": ""开运算（Opening）和闭运算（Closing）"", ""D"": ""以上都是""}",D,科技,人工智能
410,single_choice,傅里叶变换（Fourier Transform）在图像处理中用于？,"{""A"": ""分析图像的频率成分"", ""B"": ""提高图像的亮度"", ""C"": ""调整颜色饱和度"", ""D"": ""转换图像格式""}",A,科技,人工智能
411,single_choice,自适应阈值处理（Adaptive Thresholding）的主要优点是什么？,"{""A"": ""可以处理光照不均的图像"", ""B"": ""减少图像存储空间"", ""C"": ""增强图像的细节"", ""D"": ""提高计算速度""}",A,科技,人工智能
412,single_choice,图像配准（Image Registration）的作用是什么？,"{""A"": ""对不同时间或视角下的图像进行对齐"", ""B"": ""改变图像的颜色模式"", ""C"": ""增加图像的清晰度"", ""D"": ""减少图像的存储大小""}",A,科技,人工智能
413,single_choice,在深度学习的图像处理任务中，常见的数据增强（Data Augmentation）方法有哪些？,"{""A"": ""旋转和翻转"", ""B"": ""亮度调整和噪声添加"", ""C"": ""裁剪和缩放"", ""D"": ""以上都是""}",D,科技,人工智能
414,single_choice,GAN（生成对抗网络）在图像处理中的应用包括？,"{""A"": ""图像生成"", ""B"": ""图像修复"", ""C"": ""风格迁移"", ""D"": ""以上都是""}",D,科技,人工智能
595,single_choice,为Test类的一个无形式参数无返回值的方法method书写方法头，使得使用类名Test作为前缀就可以调用它，该方法头的形式为( ),"{""A"": ""static void method（）"", ""B"": ""public void method"", ""C"": ""protected void method（）"", ""D"": ""abstract void method（）""}",A,科技,基础编程
596,single_choice,类声明中，声明一个类不能再被继承的关键字是（）,"{""A"": ""public"", ""B"": ""abstract"", ""C"": ""final"", ""D"": ""static""}",C,科技,基础编程
597,single_choice,队列(Queue)是先进先出的。（  ）,"{""A"": ""正确"", ""B"": ""错误""}",A,科技,基础编程
598,single_choice,下列哪个语句语法正确？（ ）,"{""A"": ""byte y = 11; byte x = y +y;"", ""B"": ""String x = new Object();"", ""C"": ""Object x = new String(“Hellow”);"", ""D"": ""int a [11] = new int [11];""}",C,科技,基础编程
599,single_choice,从 E－R 模型向关系模型转换时，一个 M：N 联系转换为关系模式时，该关系模式的主码是（ ）。,"{""A"": ""M 端实体的主码"", ""B"": ""N 端实体的主码"", ""C"": ""M 端实体的主码与 N 端实体的主码组合"", ""D"": ""重新选取其他属性""}",C,科技,基础编程
600,single_choice,Java 中，下面代码会出现编译错误的是（）,"{""A"": ""int[] arr = new int[]{1, 2, 3};"", ""B"": ""int[] arr = {1, 2, 3};"", ""C"": ""int arr[] = new int[3];"", ""D"": ""int arr[3] = {1, 2, 3};""}",D,科技,基础编程
601,single_choice,"以下多线程对int型变量x的操作,哪个不需要进行同步()","{""A"": ""++x"", ""B"": ""x=y"", ""C"": ""x++"", ""D"": ""x=1""}",D,科技,基础编程
602,single_choice,小明因为疫情需要在家办公，期间需要将自己计算机本地的文件夹（命名为 nowcoder）所有文件拷贝到实验室的远程服务器上（用户名为 root，ip 为 192.168.7.2）的 /file/ 目录下，可以用下面哪个命令实现（）,"{""A"": ""scp -r /nowcoder/ root@192.168.7.2:/file/"", ""B"": ""scp -r root@192.168.7.2:/file/ /nowcoder/"", ""C"": ""cp -r /nowcoder/ root@192.168.7.2:/file/"", ""D"": ""cp -r root@192.168.7.2:/file/ /nowcoder/""}",A,科技,基础编程
603,single_choice,在数据库的表定义中，限制成绩属性列的取值在0到100的范围内，属于数据的（ ）约束。,"{""A"": ""实体完整性"", ""B"": ""参照完整性"", ""C"": ""用户自定义"", ""D"": ""用户操作""}",C,科技,基础编程
604,single_choice,以下那种操作是专门用于完成对数据库数据的查询的？,"{""A"": ""DCL"", ""B"": ""DDL"", ""C"": ""DML"", ""D"": ""DQL""}",D,科技,基础编程
605,single_choice,"网络管理员编写了shell程序prog1.sh,测试时程序死循环无法结束,可以通过下列方式结束程序（      ）","{""A"": ""ctrl+C"", ""B"": ""esc"", ""C"": ""Alt F2 kill 进程ID"", ""D"": ""exit""}",A,科技,基础编程
606,single_choice,"Mysql中表student_info(id,name,birth,sex)，字段类型都是varchar，插入如下记录：('1014' , '张三' , '2002-01-06' , '男'); SQL错误的是（）？","{""A"": ""insert into student_info values('1014' , '张三' , '2002-01-06' , '男');"", ""B"": ""insert into table student_info values('1014' , '张三' , '2002-01-06' , '男');"", ""C"": ""insert into student_info(id,name,birth,sex) values('1014' , '张三' , '2002-01-06' , '男');"", ""D"": ""insert into student_info(id,name,sex,birth) values('1014' , '张三' , '男','2002-01-06' );""}",B,科技,基础编程
607,single_choice,关系完备的系统是指（）。,"{""A"": ""仅支持关系数据结构，不支持集合级的操作"", ""B"": ""仅支持关系数据结构和三种关系操作"", ""C"": ""支持关系数据结构和所有关系代数操作"", ""D"": ""支持关系模型的所有特征""}",C,科技,基础编程
608,single_choice,在E-R图中，实体用（ ）符号表示。,"{""A"": ""椭圆"", ""B"": ""矩形"", ""C"": ""菱形"", ""D"": ""三角形""}",B,科技,基础编程
609,single_choice,下列选项中关于数据库事务的特性描述正确的是（）,"{""A"": ""事务允许继续分割"", ""B"": ""多个事务在执行事务前后对同一个数据读取的结果是不同的"", ""C"": ""一个事务对数据库中数据的改变是暂时的"", ""D"": ""并发访问数据库时，各并发事务之间数据库是独立的""}",D,科技,基础编程
610,single_choice,在sql数据库中，哪个语句能校验整数列 i 的值不小于 1 不大于 10 ？,"{""A"": ""i BETWEEN 1 AND 10"", ""B"": ""i BETWEEN 0 AND 11"", ""C"": ""i IN INTERVAL(0,11)"", ""D"": ""i IN INTERVAL(1,10)""}",A,科技,基础编程
611,single_choice,一个Java源程序文件中定义几个类和接口，则编译该文件后生成几个以.class为后缀的字节码文件。,"{""A"": ""正确"", ""B"": ""错误""}",A,科技,基础编程
612,single_choice,已知某期刊信息库中有作家信息表author（作者编号aid，作者姓名aname，作者笔名ausername，作者邮箱aemail，备注remarks），稿件表manuscript（稿件编号mid，标题mtitle，作者编号aid，交稿时间mtime）现需要设置外键作者编号，下列语句正确的是（）,"{""A"": ""ALTER TABLE manuscript\nADD CONSTRAINT FK_aid\nFOREIGN KEY (aid) REFERENCES author (aid)"", ""B"": ""ALTER TABLE manuscript\nADD CONSTRAINT FK_aid\nFOREIGN KEY (manuscript.aid) REFERENCES author (aid)"", ""C"": ""ALTER TABLE manuscript\nADD FOREIGN KEY (manuscript.aid)\nREFERENCES author (aid)"", ""D"": ""ALTER TABLE manuscript\nADD FOREIGN KEY (aid)\nREFERENCES author (aid)""}",B,科技,基础编程
613,single_choice,视图建立后，在数据字典中存放的是（）。,"{""A"": ""查询语句"", ""B"": ""视图的内容"", ""C"": ""视图的定义"", ""D"": ""产生视图的表的定义""}",C,科技,基础编程
614,single_choice,在查询优化策略中，首先应该让投影操作尽可能早的做，然后再尽可能早的进行选择运算。（         ）,"{""A"": ""正确"", ""B"": ""错误""}",B,科技,基础编程
615,single_choice,下面关于 Kotlin 的说法错误的是（）,"{""A"": ""Kotlin 中的 println() 函数调用了 System.out.println() 函数"", ""B"": ""Kotlin 中声明变量，可以使用 var 或 val 关键字"", ""C"": ""Kotlin 中声明变量必须指定变量的类型"", ""D"": ""Kotlin 中，val 变量赋值后，无法更改使用 val 关键字声明的变量""}",C,科技,基础编程
616,single_choice,"下面代码的输出是什么？ <pre><code>1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
public

class

Base
{
    
private

String baseName =
""base""
;
    
public

Base()
    
{
        
callName();
    
}

public

void

callName()
    
{
        
System. out. println(baseName);
    
}

static

class

Sub
extends

Base
    
{
        
private

String baseName =
""sub""
;
        
public

void

callName()
        
{
            
System. out. println (baseName) ;
        
}
    
}
    
public

static

void

main(String[] args)
    
{
        
Base b =
new

Sub();
    
}
}</code></pre>","{""A"": ""null"", ""B"": ""sub"", ""C"": ""base""}",A,科技,基础编程
617,single_choice,下图给定的关系R，它满足(   )。,"{""A"": ""1NF"", ""B"": ""2NF"", ""C"": ""3NF"", ""D"": ""BCNF""}",B,科技,基础编程
618,multiple_choice,以下线程安全的有？,"{""A"": ""ArrayList"", ""B"": ""Vector"", ""C"": ""HashMap"", ""D"": ""HashTable""}",BD,科技,基础编程
619,multiple_choice,下面关于Java 中 yield 和 sleep 方法说法错误的是（）,"{""A"": ""yeild 方法调用后当前线程一定会让出 CPU 时间，而导致线程上下文切换"", ""B"": ""sleep 方法会导致当前线程暂停指定的时间，不会导致 CPU 时间片的消耗"", ""C"": ""yield 方法会导致当前线程暂停指定的时间，同时也会导致 CPU 时间片的消耗"", ""D"": ""yield 方法执行后，会使 running 状态的线程变为 waiting 状态""}",ACD,科技,基础编程
620,multiple_choice,以下不同的数据库类型中，哪些不属于关系数据库范畴,"{""A"": ""MongoDB"", ""B"": ""PostgreSQL"", ""C"": ""Redis"", ""D"": ""HBase""}",ACD,科技,基础编程
621,multiple_choice,类之间存在以下几种常见的关系：,"{""A"": ""“USES-A”关系"", ""B"": ""“HAS-A”关系"", ""C"": ""“IS-A”关系"", ""D"": ""“INHERIT-A”关系""}",ABC,科技,基础编程
622,multiple_choice,在MySQL中，关于HASH索引，下列描述正确的是（ ）,"{""A"": ""只用于使用=或者 &lt; = &gt;操作符的等式比较"", ""B"": ""优化器不能使用HASH索引来加速Order By操作"", ""C"": ""如果将一个MyISAM表改为HASH索引的MEMORY表，不会影响查询的执行效率"", ""D"": ""只能使用整个关键字来搜索一行""}",ABD,科技,基础编程
623,multiple_choice,在Java中下面Class的声明哪些是错误的？,"{""A"": ""public abstract final class Test {\nabstract void method();\n}"", ""B"": ""public abstract class Test {\nabstract final void method();\n}"", ""C"": ""public abstract class Test {\nabstract void method() {\n}\n}"", ""D"": ""public class Test {\nfinal void method() {\n}\n}""}",ABC,科技,基础编程
624,multiple_choice,在MySQL中，下列关于触发器的描述正确的是（）,"{""A"": ""MySQL的触发器只支持行级触发，不支持语句级触发"", ""B"": ""触发器可以调用将数据返回客户端的存储程序"", ""C"": ""在MySQL中，使用new和old引用触发器中发生的记录内容"", ""D"": ""在触发器中可以使用显式或者隐式方式开始或结束事务的语句""}",AC,科技,基础编程
625,single_choice,Java Application 源程序的主类是指包含有（ ）方法的类。,"{""A"": ""public static void main方法"", ""B"": ""toString方法"", ""C"": ""init方法"", ""D"": ""actionPerfromed方法""}",A,科技,基础编程
626,single_choice,"数据库系统相关人员是数据系统的重要组成部分，有三类人员：
_________
、应用程序开发人员和最终用户。","{""A"": ""数据库管理员"", ""B"": ""程序员"", ""C"": ""高级程序员"", ""D"": ""软件开发商""}",A,科技,基础编程
627,single_choice,数据模型应满足（）的要求。,"{""A"": ""真实模拟现实世界"", ""B"": ""容易为人们所理解"", ""C"": ""便于在计算机上实现"", ""D"": ""以上都是""}",D,科技,基础编程
628,single_choice,下面语句正确的是（）,"{""A"": ""x+1=5"", ""B"": ""i++=1"", ""C"": ""a++b=1"", ""D"": ""x+=1""}",D,科技,基础编程
629,single_choice,关系模型中，一个关键字是 （  ）。,"{""A"": ""可由多个任意属性组成"", ""B"": ""至多由一个属性组成"", ""C"": ""可由一个或多个其值能惟一标识该关系模式中任何元组的属性组成"", ""D"": ""以上都不是""}",C,科技,基础编程
630,single_choice,泛型在Java中应用广泛，那么下列哪个选项不是泛型的作用（）,"{""A"": ""泛型会在编译时进行更强大的类型检查转换"", ""B"": ""泛型会消除强制类型转换"", ""C"": ""泛型能够提高代码的复用性"", ""D"": ""泛型不能够提高代码的复用性""}",D,科技,基础编程
631,single_choice,下列关于视图说法错误的是？,"{""A"": ""视图是虚表，它在存储时只存储视图的定义，而没有存储对应的数据"", ""B"": ""创建视图用CREATE VIEW"", ""C"": ""修改视图用ALTER VIEW"", ""D"": ""删除视图用DELETE VIEW""}",D,科技,基础编程
632,single_choice,在高并发，事物等场景下，MYSQL5.6数据库默认使用哪种存储引擎？,"{""A"": ""Myisam"", ""B"": ""InnoDB"", ""C"": ""Memory"", ""D"": ""ndbCluster""}",B,科技,基础编程
633,single_choice,"以下java程序代码，执行后的结果是（）
<pre><code>1
2
3
4
5
6
7
8
9
10
public

class

Test {
    
public

static

void

main(String[] args) {   
        
Object o =
new

Object() {  
             
public

boolean

equals(Object obj) {  
                 
return

true
; 
         
}
     
};   
     
System.out.println(o.equals(
""Fred""
));
     
}
}</code></pre>","{""A"": ""Fred"", ""B"": ""true"", ""C"": ""编译错误"", ""D"": ""运行时抛出异常""}",B,科技,基础编程
